sale_id,sale_date,product_id,customer_id,total,rating
3043,9/15/2023,22,46,400,5
6303,1/4/2024,14,46,320,4
688,3/4/2023,24,46,500,4
2035,7/8/2023,16,46,500,4
2876,9/9/2023,23,46,250,5
3220,9/20/2023,24,46,500,4
10037,8/20/2024,2,46,900,4
4634,11/8/2023,6,46,1200,4
5108,11/24/2023,11,46,550,4
9096,4/28/2024,1,46,350,5
9425,5/31/2024,2,46,900,4
7453,2/13/2024,3,46,250,4
304,1/30/2023,24,47,500,4
972,3/31/2023,18,47,450,4
5272,11/30/2023,9,47,700,5
5438,12/5/2023,2,47,900,4
6307,1/4/2024,14,47,320,4
8015,3/2/2024,4,47,600,4
9758,7/15/2024,3,47,250,4
663,3/3/2023,9,47,700,4
1514,5/17/2023,27,47,200,4
1859,6/20/2023,12,47,300,4
2145,7/19/2023,5,47,450,5
2983,9/13/2023,21,47,650,5
4745,11/12/2023,4,47,600,5
5672,12/13/2023,10,47,1800,4
9619,6/27/2024,2,47,900,4
10212,9/12/2024,2,47,900,5
1491,5/16/2023,8,47,750,5
4728,11/11/2023,10,47,1800,5
3924,10/14/2023,1,47,350,5
5538,12/8/2023,9,47,700,4
9296,5/16/2024,4,47,600,5
2019,7/7/2023,13,47,450,4
2106,7/15/2023,24,47,500,5
9362,5/25/2024,1,47,350,5
447,2/13/2023,12,48,300,5
1085,4/9/2023,23,48,250,5
1722,6/6/2023,1,48,350,5
2396,8/11/2023,24,48,500,4
2414,8/12/2023,24,48,500,4
2934,9/11/2023,21,48,650,5
3104,9/17/2023,23,48,250,4
4954,11/19/2023,2,48,900,5
5041,11/22/2023,3,48,250,5
5387,12/3/2023,3,48,250,5
9471,6/7/2024,2,48,900,4
9840,7/26/2024,4,48,600,5
10073,8/23/2024,4,48,600,5
2041,7/9/2023,2,48,900,4
2718,9/4/2023,24,48,500,5
5541,12/8/2023,10,48,1800,4
5562,12/9/2023,7,48,1500,5
7230,2/7/2024,1,48,350,5
970,3/31/2023,13,48,450,4
1571,5/23/2023,9,48,700,4
1627,5/29/2023,1,48,350,4
2870,9/9/2023,22,48,400,5
3361,9/25/2023,22,48,400,4
3252,9/21/2023,24,48,500,5
6256,1/2/2024,14,48,320,4
667,3/3/2023,19,48,300,4
8260,3/10/2024,4,48,600,4
8688,3/25/2024,3,48,250,5
8705,3/26/2024,2,48,900,4
9540,6/17/2024,2,48,900,5
10343,9/26/2024,4,48,600,5
1635,5/29/2023,24,48,500,5
1064,4/8/2023,11,49,550,4
1347,5/3/2023,19,49,300,4
1367,5/4/2023,20,49,800,4
2125,7/17/2023,13,49,450,4
2248,7/27/2023,8,49,750,5
2634,9/1/2023,24,49,500,5
3752,10/7/2023,7,49,1500,5
4583,11/6/2023,8,49,750,5
5400,12/3/2023,8,49,750,5
7219,2/6/2024,4,49,600,4
7601,2/18/2024,4,49,600,5
8464,3/17/2024,4,49,600,5
8617,3/23/2024,2,49,900,4
8838,3/31/2024,1,49,350,5
8859,3/31/2024,4,49,600,5
9393,5/27/2024,2,49,900,5
10184,9/7/2024,2,49,900,4
80,1/10/2023,8,49,750,4
405,2/9/2023,14,49,320,4
422,2/10/2023,20,49,800,5
594,2/26/2023,3,49,250,5
680,3/4/2023,14,49,320,5
2720,9/4/2023,24,49,500,4
3464,9/28/2023,24,49,500,5
3675,10/5/2023,7,49,1500,4
3851,10/11/2023,7,49,1500,5
5624,12/11/2023,8,49,750,5
8333,3/13/2024,3,49,250,5
8589,3/22/2024,2,49,900,4
10371,9/30/2024,2,49,900,5
2767,9/6/2023,24,49,500,4
3332,9/24/2023,22,49,400,5
3919,10/13/2023,11,49,550,5
4751,11/12/2023,6,49,1200,4
7001,1/29/2024,2,49,900,5
10333,9/25/2024,4,49,600,5
4643,11/8/2023,11,49,550,5
7411,2/12/2024,2,49,900,4
2705,9/4/2023,24,49,500,5
6079,12/27/2023,14,49,320,4
745,3/9/2023,22,49,400,5
1855,6/19/2023,12,49,300,5
4095,10/20/2023,8,49,750,5
9713,7/9/2024,2,49,900,4
445,2/13/2023,7,50,1500,5
1516,5/18/2023,10,50,1800,4
6919,1/26/2024,2,50,900,4
7280,2/8/2024,3,50,250,4
9132,5/1/2024,3,50,250,5
10373,9/30/2024,3,50,250,5
1805,6/13/2023,28,50,300,5
2284,7/31/2023,1,50,350,5
4063,10/19/2023,4,50,600,5
4253,10/26/2023,6,50,1200,4
5449,12/5/2023,8,50,750,5
5958,12/23/2023,14,50,320,4
6759,1/20/2024,3,50,250,4
6951,1/27/2024,2,50,900,4
8343,3/14/2024,1,50,350,5
8860,3/31/2024,4,50,600,4
9919,8/5/2024,4,50,600,4
10078,8/24/2024,3,50,250,4
10096,8/27/2024,1,50,350,4
644,3/2/2023,5,50,450,4
814,3/15/2023,17,50,600,4
4717,11/11/2023,5,50,450,4
4963,11/19/2023,5,50,450,5
5587,12/10/2023,4,50,600,4
8162,3/7/2024,2,50,900,5
9830,7/25/2024,3,50,250,4
2404,8/11/2023,24,50,500,4
4546,11/5/2023,6,50,1200,4
7915,3/1/2024,1,50,350,5
1354,5/4/2023,3,50,250,5
9697,7/7/2024,2,50,900,5
1649,5/31/2023,17,50,600,5
3991,10/16/2023,4,50,600,4
5824,12/19/2023,5,50,450,5
8077,3/4/2024,4,50,600,4
738,3/9/2023,9,51,700,4
2010,7/6/2023,5,51,450,4
5318,12/1/2023,8,51,750,4
6634,1/15/2024,4,51,600,5
7692,2/22/2024,2,51,900,4
7735,2/24/2024,1,51,350,4
9671,7/3/2024,4,51,600,5
10116,8/29/2024,4,51,600,4
501,2/17/2023,25,51,600,5
559,2/23/2023,9,51,700,4
2032,7/8/2023,9,51,700,5
2159,7/20/2023,12,51,300,5
3004,9/14/2023,21,51,650,5
3091,9/17/2023,21,51,650,4
3410,9/27/2023,21,51,650,5
4203,10/24/2023,6,51,1200,4
4406,11/1/2023,7,51,1500,4
5406,12/4/2023,2,51,900,4
5581,12/10/2023,3,51,250,5
5981,12/24/2023,14,51,320,4
6526,1/12/2024,2,51,900,5
7111,2/2/2024,3,51,250,5
7957,3/1/2024,4,51,600,4
8713,3/26/2024,3,51,250,5
9547,6/18/2024,1,51,350,4
9640,6/30/2024,1,51,350,5
10058,8/22/2024,2,51,900,4
132,1/16/2023,5,51,450,5
1210,4/22/2023,18,51,450,5
1357,5/4/2023,8,51,750,4
3558,10/1/2023,23,51,250,4
4016,10/17/2023,7,51,1500,4
5546,12/9/2023,2,51,900,5
8510,3/19/2024,2,51,900,4
9721,7/10/2024,2,51,900,4
10356,9/28/2024,4,51,600,4
6141,12/29/2023,14,51,320,4
2327,8/3/2023,24,51,500,5
9781,7/19/2024,3,51,250,5
1306,4/30/2023,26,51,900,4
3890,10/12/2023,9,51,700,4
5744,12/16/2023,8,51,750,5
7471,2/14/2024,1,51,350,5
7525,2/16/2024,2,51,900,4
9380,5/26/2024,3,51,250,5
1897,6/24/2023,24,52,500,5
2110,7/16/2023,9,52,700,4
3408,9/26/2023,24,52,500,4
3644,10/4/2023,5,52,450,5
4070,10/19/2023,5,52,450,5
5005,11/20/2023,10,52,1800,4
5210,11/28/2023,7,52,1500,4
6811,1/22/2024,1,52,350,4
7656,2/21/2024,2,52,900,5
8271,3/11/2024,2,52,900,5
9553,6/18/2024,3,52,250,4
221,1/24/2023,7,52,1500,4
543,2/22/2023,9,52,700,4
787,3/13/2023,8,52,750,4
1163,4/17/2023,20,52,800,4
1497,5/16/2023,22,52,400,4
1821,6/15/2023,9,52,700,4
2322,8/3/2023,24,52,500,4
3090,9/17/2023,21,52,650,5
3599,10/2/2023,21,52,650,4
3711,10/6/2023,7,52,1500,5
5156,11/26/2023,9,52,700,5
6065,12/26/2023,14,52,320,5
6665,1/16/2024,4,52,600,4
8810,3/29/2024,4,52,600,4
10135,9/3/2024,1,52,350,5
1042,4/6/2023,15,52,350,4
1117,4/13/2023,2,52,900,5
1240,4/24/2023,27,52,200,4
1763,6/9/2023,8,52,750,4
2176,7/21/2023,13,52,450,4
2527,8/24/2023,24,52,500,4
2607,8/31/2023,24,52,500,4
2951,9/11/2023,23,52,250,5
3089,9/17/2023,21,52,650,4
3287,9/22/2023,24,52,500,4
4171,10/23/2023,5,52,450,4
4435,11/2/2023,4,52,600,5
4587,11/6/2023,11,52,550,4
4688,11/10/2023,7,52,1500,5
6327,1/5/2024,14,52,320,4
6666,1/16/2024,4,52,600,5
3633,10/3/2023,11,52,550,4
2055,7/10/2023,15,52,350,5
5955,12/23/2023,14,52,320,5
5996,12/24/2023,14,52,320,5
6040,12/26/2023,14,52,320,4
6795,1/21/2024,2,52,900,5
9515,6/14/2024,1,52,350,5
3616,10/3/2023,4,52,600,4
3293,9/23/2023,21,53,650,5
3324,9/23/2023,24,53,500,4
8304,3/12/2024,2,53,900,4
430,2/11/2023,17,53,600,5
1415,5/9/2023,6,53,1200,5
2364,8/8/2023,24,53,500,4
3093,9/17/2023,21,53,650,5
3190,9/19/2023,24,53,500,5
3430,9/27/2023,24,53,500,5
3885,10/12/2023,8,53,750,5
5781,12/18/2023,1,53,350,4
6299,1/4/2024,14,53,320,4
6699,1/18/2024,2,53,900,4
7024,1/29/2024,4,53,600,4
7826,2/27/2024,1,53,350,5
7904,2/29/2024,4,53,600,4
9243,5/11/2024,3,53,250,5
1095,4/10/2023,7,53,1500,5
3274,9/22/2023,23,53,250,4
4965,11/19/2023,6,53,1200,4
7895,2/29/2024,3,53,250,4
701,3/5/2023,19,53,300,4
3202,9/20/2023,21,53,650,5
1963,7/1/2023,26,53,900,5
3307,9/23/2023,23,53,250,4
7198,2/6/2024,1,53,350,5
3133,9/18/2023,22,53,400,4
10145,9/3/2024,4,53,600,4
1291,4/28/2023,22,54,400,5
3569,10/1/2023,24,54,500,5
3971,10/15/2023,7,54,1500,4
4152,10/22/2023,10,54,1800,5
4425,11/2/2023,1,54,350,4
6331,1/5/2024,14,54,320,5
7403,2/12/2024,2,54,900,4
8061,3/4/2024,2,54,900,4
8128,3/6/2024,1,54,350,5
8347,3/14/2024,1,54,350,5
8366,3/14/2024,4,54,600,5
8921,4/7/2024,2,54,900,4
9109,4/30/2024,1,54,350,5
1130,4/14/2023,9,54,700,4
1625,5/28/2023,26,54,900,4
2778,9/6/2023,24,54,500,4
5176,11/27/2023,5,54,450,4
6591,1/14/2024,1,54,350,4
7740,2/24/2024,1,54,350,4
8135,3/6/2024,2,54,900,5
8249,3/10/2024,2,54,900,4
8548,3/20/2024,4,54,600,5
8842,3/31/2024,2,54,900,4
9104,4/28/2024,4,54,600,4
1168,4/18/2023,10,54,1800,5
2539,8/25/2023,24,54,500,5
4701,11/10/2023,10,54,1800,5
4796,11/13/2023,10,54,1800,5
7912,3/1/2024,1,54,350,5
8349,3/14/2024,1,54,350,5
8923,4/7/2024,4,54,600,5
10318,9/24/2024,4,54,600,4
3639,10/4/2023,2,54,900,4
5710,12/15/2023,6,54,1200,5
8145,3/6/2024,3,54,250,5
8975,4/14/2024,3,54,250,5
3049,9/15/2023,23,54,250,5
3096,9/17/2023,22,54,400,4
5209,11/28/2023,5,54,450,4
2405,8/12/2023,24,54,500,5
7775,2/25/2024,2,54,900,4
963,3/31/2023,2,55,900,5
1601,5/26/2023,17,55,600,5
3682,10/5/2023,8,55,750,5
4761,11/12/2023,9,55,700,5
5407,12/4/2023,3,55,250,5
7096,2/1/2024,4,55,600,5
7474,2/14/2024,2,55,900,4
9391,5/27/2024,2,55,900,5
557,2/23/2023,6,55,1200,5
2025,7/7/2023,25,55,600,5
2976,9/12/2023,24,55,500,4
3715,10/6/2023,9,55,700,4
4769,11/13/2023,2,55,900,4
5899,12/21/2023,14,55,320,5
6339,1/5/2024,14,55,320,5
10222,9/13/2024,1,55,350,4
401,2/9/2023,6,55,1200,4
677,3/4/2023,7,55,1500,4
1125,4/13/2023,25,55,600,4
4404,11/1/2023,6,55,1200,4
4471,11/3/2023,4,55,600,4
120,1/14/2023,22,55,400,5
1768,6/10/2023,2,55,900,5
4494,11/4/2023,1,55,350,5
1327,5/1/2023,24,55,500,5
4710,11/11/2023,1,55,350,4
5324,12/1/2023,9,55,700,4
8228,3/9/2024,3,55,250,4
8487,3/18/2024,4,55,600,4
8906,4/5/2024,2,55,900,4
658,3/2/2023,27,56,200,4
1088,4/9/2023,26,56,900,4
3238,9/21/2023,22,56,400,4
4514,11/4/2023,10,56,1800,4
6000,12/24/2023,14,56,320,5
9692,7/5/2024,4,56,600,5
1262,4/26/2023,23,56,250,5
2653,9/2/2023,24,56,500,4
2677,9/3/2023,24,56,500,5
3584,10/2/2023,4,56,600,5
6154,12/29/2023,14,56,320,5
6855,1/23/2024,4,56,600,5
7285,2/8/2024,3,56,250,5
7458,2/13/2024,4,56,600,4
10006,8/14/2024,3,56,250,5
1594,5/25/2023,26,56,900,5
2077,7/12/2023,16,56,500,4
3572,10/1/2023,24,56,500,4
3780,10/9/2023,2,56,900,4
3781,10/9/2023,2,56,900,5
6239,1/2/2024,14,56,320,5
18,1/3/2023,6,56,1200,5
5271,11/30/2023,8,56,750,5
6086,12/27/2023,14,56,320,5
9105,4/29/2024,1,56,350,4
1258,4/26/2023,16,56,500,5
3360,9/25/2023,22,56,400,5
7742,2/24/2024,2,56,900,4
298,1/30/2023,16,56,500,5
6683,1/17/2024,3,56,250,4
8030,3/3/2024,1,56,350,4
9081,4/25/2024,4,56,600,4
812,3/15/2023,9,57,700,5
1310,4/30/2023,28,57,300,4
1567,5/23/2023,1,57,350,5
1580,5/24/2023,7,57,1500,4
1689,6/3/2023,20,57,800,5
3658,10/4/2023,8,57,750,4
4301,10/28/2023,1,57,350,5
6289,1/3/2024,14,57,320,5
6726,1/19/2024,2,57,900,5
7092,2/1/2024,3,57,250,5
7145,2/3/2024,4,57,600,5
8691,3/25/2024,3,57,250,5
9143,5/2/2024,1,57,350,4
2031,7/8/2023,9,57,700,5
2897,9/10/2023,21,57,650,5
3086,9/16/2023,24,57,500,4
4632,11/8/2023,5,57,450,4
6089,12/28/2023,14,57,320,4
6765,1/20/2024,3,57,250,5
7375,2/11/2024,3,57,250,5
7726,2/23/2024,4,57,600,4
8672,3/25/2024,1,57,350,4
13,1/2/2023,22,57,400,5
228,1/24/2023,16,57,500,5
665,3/3/2023,10,57,1800,5
1289,4/28/2023,15,57,350,5
1671,6/2/2023,11,57,550,4
3950,10/14/2023,9,57,700,5
3118,9/18/2023,21,57,650,5
3243,9/21/2023,22,57,400,4
7917,3/1/2024,1,57,350,4
3235,9/21/2023,22,57,400,5
4763,11/12/2023,11,57,550,5
8639,3/24/2024,1,57,350,5
8367,3/14/2024,4,57,600,4
9415,5/30/2024,3,57,250,5
372,2/5/2023,28,58,300,4
1461,5/13/2023,12,58,300,5
4116,10/21/2023,7,58,1500,5
5712,12/15/2023,7,58,1500,5
5808,12/18/2023,10,58,1800,4
6175,12/31/2023,14,58,320,4
7038,1/30/2024,3,58,250,4
7562,2/17/2024,4,58,600,5
8846,3/31/2024,2,58,900,5
9602,6/24/2024,4,58,600,5
9785,7/19/2024,4,58,600,4
9834,7/26/2024,2,58,900,4
611,2/27/2023,12,58,300,4
924,3/27/2023,14,58,320,5
3328,9/24/2023,21,58,650,5
3371,9/25/2023,23,58,250,4
3375,9/25/2023,24,58,500,5
4211,10/24/2023,9,58,700,4
5242,11/29/2023,8,58,750,4
5330,12/1/2023,10,58,1800,4
6467,1/9/2024,14,58,320,5
7191,2/5/2024,4,58,600,5
7631,2/20/2024,1,58,350,5
181,1/20/2023,3,58,250,5
510,2/19/2023,10,58,1800,5
1489,5/15/2023,26,58,900,5
1753,6/8/2023,14,58,320,4
2304,8/1/2023,22,58,400,5
2810,9/7/2023,24,58,500,4
3443,9/28/2023,21,58,650,5
4329,10/28/2023,11,58,550,4
4808,11/14/2023,4,58,600,4
5891,12/21/2023,14,58,320,5
540,2/22/2023,2,58,900,5
4006,10/16/2023,11,58,550,5
8193,3/8/2024,2,58,900,4
3169,9/19/2023,22,58,400,4
4750,11/12/2023,6,58,1200,4
7578,2/18/2024,1,58,350,5
3601,10/2/2023,21,58,650,4
209,1/23/2023,16,59,500,4
288,1/30/2023,1,59,350,4
1275,4/27/2023,24,59,500,5
1948,7/1/2023,9,59,700,5
2442,8/15/2023,24,59,500,5
2533,8/25/2023,24,59,500,5
3259,9/22/2023,21,59,650,5
3754,10/7/2023,8,59,750,5
3911,10/13/2023,6,59,1200,5
4127,10/22/2023,1,59,350,5
5433,12/5/2023,1,59,350,4
7162,2/4/2024,3,59,250,5
8381,3/15/2024,1,59,350,4
8673,3/25/2024,1,59,350,4
8788,3/29/2024,2,59,900,4
8843,3/31/2024,2,59,900,5
2917,9/10/2023,23,59,250,4
2930,9/10/2023,24,59,500,4
3898,10/13/2023,2,59,900,5
5256,11/30/2023,2,59,900,4
5383,12/3/2023,2,59,900,5
6442,1/8/2024,14,59,320,4
45,1/5/2023,20,59,800,5
2048,7/9/2023,20,59,800,5
2698,9/4/2023,24,59,500,4
2780,9/6/2023,24,59,500,4
2803,9/7/2023,24,59,500,4
2910,9/10/2023,22,59,400,5
4046,10/18/2023,8,59,750,4
4906,11/17/2023,10,59,1800,5
5549,12/9/2023,2,59,900,5
5942,12/22/2023,14,59,320,4
5945,12/23/2023,14,59,320,4
8150,3/7/2024,1,59,350,5
275,1/28/2023,16,59,500,5
2057,7/10/2023,16,59,500,4
8480,3/18/2024,3,59,250,5
9876,8/1/2024,4,59,600,5
4284,10/27/2023,7,59,1500,5
4418,11/1/2023,10,59,1800,4
569,2/24/2023,5,60,450,4
653,3/2/2023,21,60,650,5
1164,4/17/2023,24,60,500,4
2708,9/4/2023,24,60,500,5
3568,10/1/2023,24,60,500,4
3585,10/2/2023,6,60,1200,4
4572,11/6/2023,4,60,600,5
6706,1/18/2024,3,60,250,4
7139,2/3/2024,4,60,600,5
8103,3/5/2024,3,60,250,5
9893,8/3/2024,4,60,600,4
10125,8/31/2024,4,60,600,5
485,2/16/2023,4,60,600,5
992,4/2/2023,4,60,600,5
1080,4/9/2023,12,60,300,5
1432,5/10/2023,11,60,550,5
3290,9/22/2023,24,60,500,5
3399,9/26/2023,23,60,250,5
3606,10/2/2023,23,60,250,5
5776,12/17/2023,11,60,550,4
5873,12/20/2023,14,60,320,5
7209,2/6/2024,2,60,900,4
8079,3/4/2024,4,60,600,4
10236,9/14/2024,1,60,350,5
350,2/3/2023,7,60,1500,5
3974,10/15/2023,9,60,700,4
4845,11/15/2023,4,60,600,4
8321,3/13/2024,1,60,350,5
9842,7/27/2024,2,60,900,4
1485,5/15/2023,12,60,300,5
6848,1/23/2024,3,60,250,5
7420,2/12/2024,3,60,250,4
5948,12/23/2023,14,60,320,4
7835,2/27/2024,3,60,250,4
489,2/16/2023,12,60,300,5
1630,5/29/2023,9,60,700,5
3514,9/30/2023,22,60,400,4
5371,12/2/2023,10,60,1800,4
5964,12/23/2023,14,60,320,4
2321,8/3/2023,24,61,500,5
4084,10/20/2023,1,61,350,4
4213,10/24/2023,9,61,700,4
5600,12/10/2023,9,61,700,5
5639,12/12/2023,5,61,450,5
6736,1/19/2024,3,61,250,5
6980,1/28/2024,3,61,250,4
7082,2/1/2024,2,61,900,5
7767,2/25/2024,2,61,900,5
7980,3/2/2024,2,61,900,5
8532,3/20/2024,1,61,350,5
8982,4/15/2024,3,61,250,5
250,1/26/2023,16,61,500,5
933,3/28/2023,25,61,600,5
2219,7/24/2023,24,61,500,5
2554,8/26/2023,24,61,500,5
3026,9/14/2023,24,61,500,5
5490,12/7/2023,5,61,450,5
5941,12/22/2023,14,61,320,4
6422,1/8/2024,14,61,320,4
8374,3/15/2024,1,61,350,4
9533,6/16/2024,1,61,350,5
9810,7/23/2024,2,61,900,5
511,2/19/2023,12,61,300,4
951,3/30/2023,9,61,700,5
1720,6/5/2023,28,61,300,4
2620,9/1/2023,24,61,500,5
2678,9/3/2023,24,61,500,5
3670,10/5/2023,4,61,600,4
4664,11/9/2023,7,61,1500,5
6371,1/6/2024,14,61,320,4
2222,7/24/2023,26,61,900,5
6800,1/21/2024,3,61,250,4
7395,2/12/2024,1,61,350,5
8932,4/9/2024,2,61,900,4
6335,1/5/2024,14,61,320,5
6837,1/23/2024,2,61,900,5
9077,4/25/2024,2,61,900,4
95,1/11/2023,22,61,400,5
400,2/9/2023,5,61,450,5
385,2/7/2023,14,62,320,4
1399,5/8/2023,9,62,700,4
1456,5/12/2023,24,62,500,5
1719,6/5/2023,28,62,300,5
2381,8/10/2023,24,62,500,5
2512,8/22/2023,24,62,500,5
2790,9/7/2023,21,62,650,5
2999,9/13/2023,24,62,500,5
4187,10/23/2023,9,62,700,4
5829,12/19/2023,9,62,700,5
7783,2/25/2024,3,62,250,5
8219,3/9/2024,2,62,900,5
9921,8/6/2024,1,62,350,4
1220,4/23/2023,4,62,600,5
1257,4/26/2023,16,62,500,5
4061,10/19/2023,4,62,600,4
6850,1/23/2024,3,62,250,4
7331,2/10/2024,1,62,350,5
8024,3/3/2024,1,62,350,5
8879,4/2/2024,3,62,250,5
9859,7/30/2024,1,62,350,5
102,1/12/2023,17,62,600,4
1633,5/29/2023,20,62,800,5
3817,10/10/2023,4,62,600,5
6055,12/26/2023,14,62,320,5
2202,7/23/2023,3,62,250,5
3689,10/5/2023,9,62,700,5
4586,11/6/2023,10,62,1800,4
6672,1/17/2024,2,62,900,5
7779,2/25/2024,3,62,250,5
8754,3/28/2024,2,62,900,4
5550,12/9/2023,3,62,250,4
3078,9/16/2023,22,62,400,5
4755,11/12/2023,8,62,750,4
5862,12/20/2023,14,62,320,4
1600,5/26/2023,12,63,300,5
1739,6/7/2023,2,63,900,5
2448,8/16/2023,24,63,500,5
3192,9/19/2023,24,63,500,4
3583,10/2/2023,4,63,600,5
3656,10/4/2023,8,63,750,4
3977,10/15/2023,9,63,700,4
5102,11/24/2023,7,63,1500,5
5240,11/29/2023,8,63,750,5
6490,1/10/2024,14,63,320,5
6994,1/29/2024,1,63,350,5
8606,3/23/2024,1,63,350,4
9287,5/16/2024,1,63,350,4
9500,6/12/2024,1,63,350,5
627,3/1/2023,6,63,1200,5
1443,5/11/2023,20,63,800,5
2005,7/5/2023,24,63,500,4
2038,7/8/2023,25,63,600,5
3400,9/26/2023,23,63,250,5
4848,11/15/2023,5,63,450,5
7897,2/29/2024,3,63,250,5
10014,8/16/2024,1,63,350,4
124,1/15/2023,7,63,1500,4
919,3/26/2023,23,63,250,5
2389,8/10/2023,24,63,500,5
3303,9/23/2023,22,63,400,5
3317,9/23/2023,24,63,500,5
4577,11/6/2023,5,63,450,4
5711,12/15/2023,6,63,1200,5
8186,3/8/2024,2,63,900,4
8279,3/11/2024,3,63,250,5
4981,11/20/2023,1,63,350,5
7172,2/4/2024,4,63,600,4
10147,9/3/2024,4,63,600,4
7658,2/21/2024,2,63,900,5
403,2/9/2023,11,64,550,5
645,3/2/2023,7,64,1500,5
768,3/11/2023,14,64,320,4
2652,9/2/2023,24,64,500,4
2907,9/10/2023,22,64,400,5
5866,12/20/2023,14,64,320,4
7570,2/18/2024,1,64,350,5
7902,2/29/2024,4,64,600,5
8674,3/25/2024,1,64,350,5
9126,5/1/2024,2,64,900,4
9982,8/12/2024,3,64,250,4
2028,7/8/2023,3,64,250,5
2852,9/9/2023,21,64,650,4
3643,10/4/2023,5,64,450,4
4075,10/19/2023,8,64,750,4
4412,11/1/2023,9,64,700,4
6381,1/6/2024,14,64,320,4
8195,3/8/2024,2,64,900,5
8968,4/13/2024,3,64,250,4
10038,8/20/2024,2,64,900,5
10136,9/3/2024,1,64,350,4
839,3/17/2023,24,64,500,4
1226,4/23/2023,19,64,300,4
2088,7/13/2023,22,64,400,5
2253,7/27/2023,27,64,200,5
3488,9/29/2023,22,64,400,5
3553,10/1/2023,23,64,250,5
9948,8/8/2024,4,64,600,5
2445,8/16/2023,24,64,500,5
2922,9/10/2023,23,64,250,5
3515,9/30/2023,22,64,400,5
8502,3/19/2024,1,64,350,5
9937,8/7/2024,3,64,250,5
3095,9/17/2023,22,64,400,4
5521,12/8/2023,4,64,600,4
9575,6/22/2024,1,64,350,4
1761,6/9/2023,3,64,250,4
5199,11/28/2023,2,64,900,4
6212,1/1/2024,14,64,320,5
7390,2/11/2024,4,64,600,4
898,3/24/2023,11,65,550,4
1011,4/3/2023,3,65,250,4
1102,4/11/2023,4,65,600,4
1462,5/13/2023,13,65,450,5
1814,6/14/2023,19,65,300,4
2017,7/7/2023,2,65,900,5
2580,8/28/2023,24,65,500,4
2840,9/8/2023,23,65,250,5
4199,10/24/2023,4,65,600,4
4871,11/16/2023,3,65,250,4
6788,1/21/2024,2,65,900,4
8041,3/3/2024,3,65,250,5
9084,4/26/2024,1,65,350,5
79,1/10/2023,8,65,750,5
521,2/20/2023,15,65,350,5
750,3/10/2023,10,65,1800,5
876,3/21/2023,27,65,200,5
1414,5/9/2023,5,65,450,4
1757,6/8/2023,19,65,300,4
2516,8/23/2023,24,65,500,4
3226,9/21/2023,21,65,650,5
3765,10/8/2023,2,65,900,4
4053,10/18/2023,11,65,550,5
4237,10/25/2023,11,65,550,5
4790,11/13/2023,8,65,750,5
5007,11/20/2023,11,65,550,5
5431,12/4/2023,11,65,550,5
7626,2/19/2024,4,65,600,5
8240,3/10/2024,1,65,350,4
8387,3/15/2024,2,65,900,4
8446,3/17/2024,2,65,900,5
8463,3/17/2024,4,65,600,5
9075,4/25/2024,2,65,900,5
9675,7/3/2024,4,65,600,5
10154,9/4/2024,3,65,250,5
340,2/2/2023,7,65,1500,4
1081,4/9/2023,13,65,450,4
1145,4/15/2023,9,65,700,5
2744,9/5/2023,24,65,500,5
2978,9/12/2023,24,65,500,4
3333,9/24/2023,22,65,400,4
3445,9/28/2023,21,65,650,4
3609,10/2/2023,24,65,500,4
3868,10/12/2023,2,65,900,4
3944,10/14/2023,7,65,1500,4
6320,1/4/2024,14,65,320,5
10155,9/4/2024,3,65,250,4
3154,9/18/2023,24,65,500,4
5905,12/21/2023,14,65,320,4
1885,6/23/2023,1,65,350,4
5120,11/25/2023,5,65,450,5
5454,12/5/2023,11,65,550,4
162,1/18/2023,11,65,550,4
3187,9/19/2023,24,65,500,5
286,1/29/2023,26,66,900,4
711,3/6/2023,28,66,300,5
836,3/17/2023,12,66,300,5
1389,5/7/2023,4,66,600,4
1552,5/21/2023,27,66,200,4
2345,8/6/2023,24,66,500,5
2777,9/6/2023,24,66,500,5
4735,11/11/2023,11,66,550,4
6370,1/6/2024,14,66,320,4
6592,1/14/2024,1,66,350,5
7362,2/11/2024,1,66,350,5
7363,2/11/2024,2,66,900,5
9983,8/12/2024,3,66,250,5
320,2/1/2023,2,66,900,4
577,2/24/2023,17,66,600,5
932,3/28/2023,19,66,300,5
1208,4/22/2023,10,66,1800,5
3654,10/4/2023,7,66,1500,4
3883,10/12/2023,8,66,750,5
4892,11/17/2023,5,66,450,4
4989,11/20/2023,3,66,250,4
6544,1/12/2024,3,66,250,4
9688,7/5/2024,2,66,900,4
10323,9/25/2024,2,66,900,5
352,2/3/2023,9,66,700,4
4451,11/2/2023,9,66,700,5
4839,11/15/2023,2,66,900,5
6906,1/25/2024,4,66,600,5
8303,3/12/2024,2,66,900,4
9372,5/25/2024,4,66,600,5
9766,7/17/2024,2,66,900,4
2506,8/22/2023,24,66,500,5
3468,9/28/2023,24,66,500,5
4682,11/10/2023,4,66,600,5
5046,11/22/2023,3,66,250,5
4647,11/9/2023,1,66,350,5
530,2/21/2023,16,66,500,5
3075,9/16/2023,22,66,400,4
3270,9/22/2023,22,66,400,4
4496,11/4/2023,2,66,900,5
7333,2/10/2024,2,66,900,5
621,2/28/2023,24,67,500,5
1762,6/9/2023,5,67,450,4
2916,9/10/2023,23,67,250,5
2945,9/11/2023,22,67,400,4
